title,URL,description,success,user_agent,date
"#indigenomics #indigenomics #economicreconciliation #canpoli… | Carol Anne Hilton, MBA, ICD.D",https://www.linkedin.com/posts/carol-anne-hilton-mba-icd-d-b4416029_indigenomics-indigenomics-economicreconciliation-activity-7160360484787867648-rTHx,"“To establish a narrative that is undeniable of what is the expression of Indigenous economic power. That is the Indigenomics Movement. It’s to bring into focus our learning space, our conversations, Education, our learning engagement and our responses. Indigenomics is the response to hundreds of years of Indigenous Economic exclusion.” Carol Anne Hilton: Keynote Address at the Indigenomics BayStreet Conference, 2023 [04:00- 05:00]

Watch full Keynote address here: https://lnkd.in/gig_fBnC

Let&#39;s amplify the undeniable expression of Indigenous economic power through #Indigenomics! It&#39;s time to respond to centuries of Indigenous economic exclusion and build a future of collaboration, prosperity, and resilience. Subscribe to our newsletter for exclusive insights, updates, and stories reshaping Indigenous economic power. 

Subscribe here: https://tr.ee/SVKdZdWv8A 

#Indigenomics  #Economicreconciliation #Canpoli #EconomicEmpowerment #Resilience #IndigenomicsMovement",True,"Mozilla/5.0 (Linux; Android 10; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36",Unknown
"#fostercaretoceo #resilience #indigenousentrepreneur #afrofacts… | Natasha Delany BA, MBA",https://www.linkedin.com/posts/natashadelany_fostercaretoceo-resilience-indigenousentrepreneur-activity-7305588112158535680-fTx9,"Grateful for the opportunity to share my story with Lillah Penddah  of AfroFacts—a platform dedicated to education, awareness, and empowerment.

In this interview, I open up about my path from foster care to CEO, navigating years of survival through domestic violence, addiction, and abuse, and ultimately stepping into leadership, entrepreneurship, and impact.

Lillah’s own journey of building AfroFacts resonates deeply. Her commitment to education and breaking barriers in Black history education is inspiring, and I’m honored to be part of this conversation.

Stay tuned for the interview! I hope it inspires others who have faced adversity to know that transformation and success are possible.

#FosterCareToCEO #Resilience #IndigenousEntrepreneur #AfroFacts #Leadership #SurvivorToLeader",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Unknown
#indigenousprosperity #indigenousbusinesses | Shannin Metatawabin ICD.D,https://www.linkedin.com/posts/shanninmetatawabin_indigenousprosperity-indigenousbusinesses-activity-7298725903423950848-44W-,"It&#39;s that time of year to connect with the IFI network at our Indigenous Prosperity Forum.  NACCA is Canada&#39;s largest and most diverse social impact business lending network.  100% Indigenous Board selected by, 100% IFI boards, appointed by the communities they serve.  NACCA practices accountable to the community we serve.  All welcome.  #IndigenousProsperity #indigenousbusinesses",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
#indigenomicsshe #indigenomics #100billion | Dorraine Baines,https://www.linkedin.com/posts/margaret-dorraine-baines_indigenomicsshe-indigenomics-100billion-activity-7109952490774695936-JFcM,"Day Two of #IndigenomicsSHE and they’re asking us the hard questions! 
This morning Alisha L. Murphy, MSW, MA Econ shared vulnerably with us and the room got to hold space for her, and then there was a challenging and heart opening presentation by Janelle Desrosiers on how toxic scaling our business can be versus taking a more intentional and wholistic approach (which is what she recommends, by the way 😉) and then just before lunch Sage Lacerte and Yamila Franco challenged us to take care of our foundations before building our financial houses and define what impact we want our money to have in our lives and the lives of our families and communities. #Indigenomics #100billion Indigenomics Institute",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
"#indigenomics | Carol Anne Hilton, MBA, ICD.D",https://www.linkedin.com/posts/carol-anne-hilton-mba-icd-d-b4416029_indigenomics-activity-7314061076445216769-zNVX,#indigenomics in action! BAM!,True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
#indigenousprosperity #indigenousliteracy #indigenousfoundation | Shannin Metatawabin ICD.D,https://www.linkedin.com/posts/shanninmetatawabin_indigenousprosperity-indigenousliteracy-activity-7263568507567587330-jY6d,It&#39;s important to know that a new Indigenous Prosperity Foundation has launched and it&#39;s first tool introduced to the community is a financial literacy game: boardgame and online. #indigenousProsperity #Indigenousliteracy #Indigenousfoundation,True,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",Unknown
"#kekulicafe #indigenousprosperity #indigenousresilience #franchisegrowth… | Sharon Bond-Hogg, MBA | 10 comments",https://www.linkedin.com/posts/sharon-bond-hogg-mba-7a144427_kekulicafe-indigenousprosperity-indigenousresilience-activity-7300713333471490048-wCzm,"Surround yourself with greatness, and greatness will follow!

What a fantastic evening to be among hundreds of franchisors! The energy, wisdom, and experience in this room are incredible. We’re learning, growing, and soaking in advice from some of the best in the business.

This is gold for Kekuli Cafe as we continue to build and strengthen our franchise. Making #86 out of the Top 100 Canadian Franchises is just the beginning! We’re taking these insights and pushing forward to reach even greater heights.

Success is about continuous learning and surrounding yourself with people who inspire you. Let’s go! #KekuliCafe #IndigenousProsperity 
#Indigenousresilience
#FranchiseGrowth #Top100CanadianFranchise
#ef100ca | 10 comments on LinkedIn",True,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",Unknown
Indigenomics | LinkedIn,https://www.linkedin.com/company/indigenomics-institute/,"Indigenomics | 5,125 followers on LinkedIn. Economics from an Indigenous worldview - #indigenomics #indigenouseconomy #indigenousbusiness  | The Indigenomics Institute is convening the people, tools, leadership and resources to grow the Indigenous economy. It is an Indigenous economic design platform.",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
"#indigenomics #indigenomicsimpact #indigenousleadership… | Carol Anne Hilton, MBA, ICD.D | 12 comments",https://www.linkedin.com/posts/carol-anne-hilton-mba-icd-d-b4416029_indigenomics-indigenomicsimpact-indigenousleadership-activity-7275213252593115136-2LBN,"We are seeking inspiring  leaders to take the stage at Indigenomics IMPACT 2025, happening at the Space Centre in Vancouver!

This groundbreaking event will spotlight transformative stories of building economic reconciliation outcomes through partnerships, business development,  investments, and dynamic initiatives, showcasing the power and potential of economic reconciliation and the growth of the the Indigenous economy. This conference emphasizes a strengths-based narrative of Indigenous economic growth, design, and inclusion.  By bringing together leaders from various sectors, Indigenomics IMPACT aims to build powerful outcomes in the Indigenous economy during this pivotal time of economic reconciliation.

Let’s make history together—one story of Indigenous IMPACT at a time. 
Apply here to be a speaker: https://lnkd.in/ghydC42G

🔗For more information email: info@indigenomics.com

#Indigenomics #IndigenomicsIMPACT #IndigenousLeadership #EconomicReconciliation #IndigenousEconomy | 12 comments on LinkedIn",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
Indigenomics by DESIGN | Indigenomics,https://www.linkedin.com/posts/indigenomics-institute_indigenomics-by-design-activity-7065360550788009984-8O88,"&quot;I love the concept of Indigenomics which talks about the actual metrics, design, and research for understanding Indigenous economic strength and development. 

We need to tell this new success story and outline the needs in responding to this emerging growing economy. 

Indigenomics is an economic platform to connect to the GDP, identify targets, create collective actions that support wealth generation within our communities. $100 billion Indigenous economy - that is the number we need to be paying attention to.&quot; - Clint Davis

Indigenomics invites dialogue, and thought provoking insight into the possibility of the Indigenous relationship both in Canada and beyond. It explores the pathway of the threshold of the Indigenous relationship and modern economies. 

Join us next week for Indigenomics in ACTION to garner the essential tools and knowledge required to be active partners in our collective response to advancing the 100 Billion Indigenous economy. 

Registration closes today! https://lnkd.in/gyy7gwQC

#Indigenomics #EconomicGrowth #BCECON #GDP #CanadaBusiness #EconomicDevelopment #IndigenousInclusion #CANECON",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Unknown
#indigenomics #entrepreneurship #womeninbusiness | Jen Newsted,https://www.linkedin.com/posts/jennewsted_indigenomics-entrepreneurship-womeninbusiness-activity-7080272240226811904-6K9A,"Hey folks!

The Indigenomics Institute just announced Michelle Cameron as a speaker for their Indigenomics SHE conference and Michelle is the CEO of Dreamcatcher Promotions who CanadianSME Small Business Magazine announced as the 2023 national Indigenous business of the year!

This event is a fantastic opportunity to connect with Indigenous Women in business to learn from them and build relationships with them.

We need to be prioritizing being in these rooms, listening, learning, connecting, amplifying, investing, partnering, collaborating. 

This is where reconciliation comes to life my friends. 

Happening in Winnipeg, September 18 - 19. 

Please share!

Reposting and amplifying is such a simple impactful act.

#Indigenomics #Entrepreneurship #WomenInBusiness",True,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",Unknown
Bernina Gray posted on LinkedIn,https://www.linkedin.com/posts/berninagray_indigenomics-indigenomics-economicreconciliation-activity-7160391273948803072-7EJ9,Bernina Gray posted images on LinkedIn,True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Unknown
#indigenousprosperity | NACCA,https://www.linkedin.com/posts/naccainfo_indigenousprosperity-activity-7284927267619721216-Ky0c,Let your voice be heard at the 2025 #IndigenousProsperity Forum? Our efforts are geared towards promoting socio-economic independence and long-term sustainability for Indigenous people and their communities across the nation. https://naccaforum.com/,True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.59",Unknown
"FREE WEBINAR: Navigating Indigenous Tokenism, Saviourism, and… | Len Pierre | 16 comments",https://www.linkedin.com/posts/len-pierre_free-webinar-navigating-indigenous-tokenism-activity-7213980721135124480-e6Cq,"FREE WEBINAR: Navigating Indigenous Tokenism, Saviourism, and Appropriation. 

In this webinar, Len will explore how Indigenous tokenism, saviorism, and appropriation can unintentionally appear in corporate teams and organizations during the era of Truth and Reconciliation. Len will also provide practical strategies to avoid these pitfalls.

Participants will have the opportunity to anonymously submit their questions, concerns, and scenarios for Len to address.

Please share. 

Register via Eventbrite: https://lnkd.in/g_NqsZxR  | 16 comments on LinkedIn",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",Unknown
#indigenousprosperity #storytelling #leadership #communityimpact… | Indigenous Prosperity Foundation,https://www.linkedin.com/posts/indigenousprosperity_indigenousprosperity-storytelling-leadership-activity-7295806112149254144-pWsO,"How Does a Storyteller Define Prosperity and Indigenous Empowerment?

We sat down with Marylou Linklater, the new Communications Officer at the Indigenous Prosperity Foundation, to explore her journey as a nêhiyaw-iskwêw from Treaty Five Territory, Nisichawayasihk Cree Nation and her passion for amplifying Indigenous voices. Marylou shares the teachings, experiences, and values that shape her vision for Indigenous storytelling and economic empowerment.

Discover:
🔹 How her kokom’s teachings define Indigenous prosperity
🔹 Why storytelling is a powerful tool for reclamation, advocacy, and change
🔹 The lessons from her work at NAFC, NCTR, and major national campaigns

&quot;Prosperity, as my kokom taught me, is more than financial success—it is mino-pimâtisiwin.&quot; – Marylou Linklater

🔗 Read the Full Q&amp;A with Marylou Linklater: https://lnkd.in/grZNqBWh

#IndigenousProsperity #Storytelling #Leadership #CommunityImpact #IndigenousEntrepreneurs #IPF

Michelle Okere, CFRE Relay Tangie, CPA, FCCA Bobbie Racette Jennifer M Sloan Abdullah Snobar Keith Matthew Shannin Metatawabin ICD.D Sharon Redsky Pow Wow Pitch EntrepreNorth Joint Economic Development Initiative (JEDI) Mastercard Foundation ADAAWE HUB EleV Indigenous",True,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
#latinoentrepreneur #indigenousentrepreneur #diversebusiness… | Ray Nuñez | 17 comments,https://www.linkedin.com/posts/raynunezdotorg_latinoentrepreneur-indigenousentrepreneur-activity-7303441021051326465-q4Bs,"I’m beyond honored to be heading to the The Tuck School of Business at Dartmouth for the Building a Successful Diverse Business program, thanks to the United States Hispanic Chamber of Commerce (USHCC) for the opportunity and nomination.

As a Latino and Indigenous entrepreneur, I know what it’s like to build something from the ground up without a playbook. No generational wealth, no insider connections—just a vision, a lot of grit, and a commitment to creating something bigger than myself.

This program isn’t just about making Nuñez, The People&#39;s Agency and DobleImpact stronger. It’s about ensuring that diverse businesses don’t just survive but thrive. Because when we succeed, we open doors for others, we shift industries, and we prove—again and again—that we belong.

To every entrepreneur out there doing the hard work: Keep going. Keep building. Keep betting on yourself. The doors weren’t made for us, but that’s never stopped us before.

Let’s get to work.

#LatinoEntrepreneur #IndigenousEntrepreneur #DiverseBusiness #TuckSchoolofBusiness #ScalingImpact #WeBelong  | 17 comments on LinkedIn",True,Mozilla/5.0 (X11; Linux x86_64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
"#indigenomics | Carol Anne Hilton, MBA, ICD.D",https://www.linkedin.com/posts/carol-anne-hilton-mba-icd-d-b4416029_indigenomics-activity-7308922311414296576-8VfI,#indigenomics in action,True,"Mozilla/5.0 (Linux; Android 10; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36",Unknown
#indigenomicsimpact #indigenousbusiness #indigenouseconomy… | Tahltan Nation Development Corporation (TNDC),https://www.linkedin.com/posts/tahltan-nation-development-corporation_indigenomicsimpact-indigenousbusiness-activity-7315174862325506048-DNVW,"TNDC is excited to announce our CEO Todd den Engelsen, will be speaking at Indigenomics Impact —a dynamic gathering focused on Indigenous-led economic action, taking place in Vancouver on April 8–9, 2025.
Indigenomics Impact brings together Indigenous entrepreneurs, legal experts, reconciliation strategists, and community leaders who are shaping the next chapter of inclusive economic growth.
Presenting April 9th, Todd will be sharing TNDC’s success story on the topic The Rise of Indigenous Power: Celebrating 40 Years From Humble First Nation Community-Owned Business to Powerhouse Tier 1 Mining Service Provider
https://lnkd.in/gc8jaH6J
#IndigenomicsImpact #IndigenousBusiness #IndigenousEconomy #ReconciliationInAction #TNDC #TahltanNation #TahltanStrong #EconomicGrowth #VancouverEvents",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
#indigenomics #indigenousleaders #economicprosperity #baystreetconference… | Indigenomics,https://www.linkedin.com/posts/indigenomics-institute_indigenomics-indigenousleaders-economicprosperity-activity-7132795598268743680-COOk?trk=public_profile_like_view,"Indigenomics on Bay Street Conference Tickets SOLD OUT!! Bay Street is about to witness a symphony of Indigenous wisdom, strategies, and visions that transcend borders and redefine the very essence of economic prosperity and sustainability. Brace yourselves for an immersive experience fusing indigenous wisdom with economic prowess as changemakers, visionaries, innovators and leadership across corporate, private sector, governments and Indigenous businesses converge to bring focus, meaning and visibility to the emerging 100 billion dollar Indigenous Economy!

Follow our page for exclusive updates on this groundbreaking event and stay tuned for news on more Indigenomics conferences reshaping the economic landscape. 

To subscribe to our newsletters, Visit,
https://lnkd.in/dmKtpCrF

#Indigenomics #IndigenousLeaders #EconomicProsperity #BayStreetConference #EconomicReconciliation #Toronto #Indigenousbusiness #baystreet #canecon #canpoli #cdnpoli #ontecon",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
"#indigenomics #indigenousleaders #economicprosperity #baystreetconference… | Carol Anne Hilton, MBA, ICD.D",https://www.linkedin.com/posts/carol-anne-hilton-mba-icd-d-b4416029_indigenomics-indigenousleaders-economicprosperity-activity-7122355026844413952-GQYG?trk=public_profile_like_view,"In 4 weeks the Indigenomics Institute  will showcase Indigenous economic power on BAY STREET!

Benefits of attending the Indigenomics on BAY STREET Conference 
·      Connect with Changemakers, Visionaries, and Innovators bridging Corporate, Private Sector, Government, and Indigenous Business Leaders who are advancing the emerging $100 Billion dollar Indigenous Economy
·      Explore the wider ecosystem for Indigenous Economic Reconciliation. 
·      Deepen your understanding of Indigenous business practices
·      Discover the collective benefits of the booming $100 Billion Indigenous Economy!

Bring your leadership to advance knowledge, tools, and actions needed to activate economic reconciliation. Join the leaders who understand the magnitude of this moment. Register today, and
let&#39;s embark on this transformative journey together!

https://lnkd.in/gJJH4cpY 

#Indigenomics #IndigenousLeaders #EconomicProsperity #BayStreetConference #EconomicReconciliation #Toronto #Indigenousbusiness #baystreet #canecon #canpoli #cdnpoli #ontecon",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
Building on Indigenous Knowledge | Balance Co-Lab | Judith Sayers,https://www.linkedin.com/posts/judith-sayers-9a662994_building-on-indigenous-knowledge-balance-activity-7271953244057153537-8cA5,This website is worth checking out. many First Nations look for ways to decide on and evaluate businesses. I am an adviser to this initiative and know if its many benefits to First Nations.,True,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",Unknown
#economicreconciliation #indigenouswomenentrepreneurs #indigenomics… | Angela DeMontigny,https://www.linkedin.com/posts/angelademontignyfashion_indigenous-products-now-on-rexall-drugstore-activity-6915352732790857729-UrJl,"Thank you Jen Newsted for amplifying and supporting Indigenous women entrepreneurs! 

#economicreconciliation #indigenouswomenentrepreneurs #indigenomics #decolonizedbusiness #economicinclusion  #indigenouswellness #indigenousbusiness",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
#indigenomics | Verona White Cow,https://www.linkedin.com/posts/veronawhitecow_indigenomics-activity-7133453423030530048-A8mS?trk=public_profile_like_view,"its day 2 of Indigenomics on Bay Street in Toronto.  I have been captivated, engaged and immersed in  transformative learning opportunities. So thankful to be here.  #INDIGENOMICS",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",Unknown
#indigenousprosperity #indigenomics | Shannin Metatawabin ICD.D | 22 comments,https://www.linkedin.com/posts/shanninmetatawabin_indigenousprosperity-indigenomics-activity-6906608847004516352-h8Un,"NACCA deploys first 10M from the Indigenous Growth Fund.   So proud to be part of creating history for our people and future prosperity. #indigenousprosperity #indigenomics 

https://lnkd.in/dcjiJbaY
 | 22 comments on LinkedIn",True,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",Unknown
#indigenomics | Earnscliffe Strategies,https://www.linkedin.com/posts/earnscliffe-strategies_indigenomics-activity-7133126389280501760-c9m-,"Team Earnscliffe is on-site at #Indigenomics BAY today and tomorrow. Connect with our team to learn more about our Indigenous Insights - Canada’s largest and longest running study of Indigenous opinion. 
Michele Guerin, Justin Bérubé, Mary Anne Carter",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
#indigenomics #indigenomics10towatch #indigenousprosperity… | Indigenomics,https://www.linkedin.com/posts/indigenomics-institute_indigenomics-indigenomics10towatch-indigenousprosperity-activity-7267599763821203457-bvaZ,"The Indigenomics Institute is thrilled to highlight the First Nations Bank of Canada, a distinguished recipient of the Indigenomics 10 to Watch 2024 Award!

Established in 1996, First Nations Bank of Canada (FNBC) is the only Indigenous-owned Schedule 1 bank in the country. Bill Lomax, CEO, emphasizes the bank’s unique position in the financial sector. &quot;We’re part of the financial aspect of nation-building,&quot; he explains. The bank doesn’t just offer generic services; instead, it works closely with Indigenous communities to understand and meet their specific needs. FNBC prides itself on tailoring solutions to the priorities of the nations it serves, which distinguishes it from larger commercial banks. 

Beyond financing, FNBC also plays a crucial role in helping Indigenous communities manage their financial assets. It works closely with First Nations on trust management, supporting communities as they manage settlements and other financial resources in a sustainable way. This is Indigenomics in action.

Learn more: https://lnkd.in/gs69-i9d

#Indigenomics #Indigenomics10towatch #Indigenousprosperity #Economicreconciliation #Indigenousbusiness",True,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
No title found,https://ca.linkedin.com/in/missy-knott-58340a199,No description available,True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",Unknown
#internationaltrade #indigenousbusinesses #letstalktrade #globalsuccess | Trade Commissioner Service | Service des délégués commerciaux,https://www.linkedin.com/posts/tcssdc_internationaltrade-indigenousbusinesses-activity-7227695553277505536-gkHk,"Indigenous-owned small and medium-sized enterprises (SMEs) are pivotal to Canada&#39;s economic fabric, yet they face unique economic and logistical challenges in #InternationalTrade.

Indigenous SMEs that do not currently export are over 4 times more likely to report plans to start exporting (16.3%) compared to the Canadian SME average (3.8%).

#IndigenousBusinesses excel in diverse sectors like arts, services, and natural resources and we&#39;re dedicated to supporting and empowering them to grow into global markets.

Let&#39;s work together to unlock your potential.
https://ow.ly/w1ZY50SUL2G 

#LetsTalkTrade #GlobalSuccess 

Relations Couronne-Autochtones et Affaires du Nord Canada 
Services aux Autochtones Canada | Indigenous Services Canada",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
#procurement #indigenousprosperity #indigenomics | Shannin Metatawabin ICD.D,https://www.linkedin.com/posts/shanninmetatawabin_shannin-metatawabin-discusses-the-future-activity-6985925438132871168-JPOG,"Thank you Equo for the discussion on procurement.  Huge opportunity for Indigenous business to meet a potential billion dollar need.  #procurement #indigenousprosperity #indigenomics 
https://lnkd.in/eZxXuw9N",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Unknown
#indigenomics #inclusiveeconomy #bookreview #reconciliationthroughfinance | CFA Society Toronto,https://www.linkedin.com/posts/cfatoronto_indigenomics-inclusiveeconomy-bookreview-activity-7313553377278246912-yM5Y,"If GDP doesn’t tell the full story, what does? In Indigenomics, author, Carol Anne Hilton, MBA, ICD.D reframes economic growth through the lens of Indigenous values—community, sustainability, and intergenerational responsibility.

This must-read book explores the myths surrounding the Indigenous economy and makes the case for a future where Indigenous peoples have a rightful seat at the economic table.

📈 Vision: a $100B Indigenous economy
 🌿 Wealth that includes social, cultural, and environmental capital

 🔗 Login to read the full article written by Walter de Wet, CFA. If you don&#39;t don&#39;t have a login, signup for free! https://lnkd.in/gHXZVJvw

 #Indigenomics #InclusiveEconomy #BookReview #ReconciliationThroughFinance",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
#indigenomics #baystreetconference #opportunity | Lithium Universe (ASX:LU7),https://www.linkedin.com/posts/lithium-universe-ltd_indigenomics-baystreetconference-opportunity-activity-7133610148400435201-aq-9?trk=public_profile_like_view,"New Lithium Universe Holdings Director Victoria Vargas joined other senior leaders committed to advancing indigenous economic inclusion at the closing ceremony of the 2023 Indigenomics Institute Bay Street Conference. 

#Indigenomics #BayStreetConference #Opportunity",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Unknown
No title found,https://ca.linkedin.com/in/jesus-perez-863808258,No description available,True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",Unknown
#indigenousprosperity #indigenousnationbuilder #indigenomics | Shannin Metatawabin ICD.D,https://www.linkedin.com/posts/shanninmetatawabin_indigenousprosperity-indigenousnationbuilder-activity-7033439561863086080-b2Lh,Thank you Jeffery for making the introduction s and connecting with the Indigenous leaders.   having CPPi as partner is important to the work of making an impact.   #indigenousprosperity #indigenousnationbuilder #indigenomics,True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
#indigenomics #indigenousleaders #indigenousworldview #indigenousprosperity | Indigenomics,https://www.linkedin.com/posts/indigenomics-institute_indigenomics-indigenousleaders-indigenousworldview-activity-7206707913002790912-g4pG,"&quot; The source of poverty is twofold. First is the absence of opportunity we have experienced as Indigenous peoples through the reserve systems through removal of the ability to access numerous opportunities. The second source of poverty is the absence of proximity to our teachings.&quot; Carol Anne Hilton, CEO, Indigenomics Institute

Carol Anne Hilton&#39;s powerful words at our recent Indigenomics Design conference highlight the critical need to address these roots of poverty and underscored the importance of economic reconciliation and cultural revitalization for Indigenous communities.

This October, bring your  leadership to Indigenomics BAY STREET- &quot;Thunderbird rising&quot;, and be part of contributing to economic reconciliation and the rise of the next Indigenous economy. What Role Will You Play in Shaping the Next Indigenous Economy? 

Early bird registration ends June 15th! Register now: https://lnkd.in/g8cwfzgF
Hotel rate: $399/Night until September 18th!

For exclusive updates, subscribe to our newsletter here: https://tr.ee/SVKdZdWv8A

#Indigenomics #Indigenousleaders #Indigenousworldview #Indigenousprosperity",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",Unknown
"#indigenomics #economicreconciliation #indigenousexcellence… | Carol Anne Hilton, MBA, ICD.D",https://www.linkedin.com/posts/carol-anne-hilton-mba-icd-d-b4416029_indigenomics-economicreconciliation-indigenousexcellence-activity-7207072679038705665-NT5_,"Congratulations to Cora Bear, the recipient of the Indigenomics Scholarship at our recent Indigenomics Design conference! 🎉 

Hosted by the Indigenomics Institute, this scholarship honors the resilience of Indigenous people and supports Indigenous students enrolled in Business, Commerce, or Finance programs across Canada, both in the Bachelors and Masters level. This scholarship contributes to the education of Indigenous students, empowering future Indigenous leaders to take their rightful place at the economic table. Cora is currently enrolled at Saskatchewan Indian Institute of Technologies (SIIT)   Miyoskamin: Innovation &amp; Entrepreneurship Applied Certificate.

Join us in fostering Indigenous economic growth and celebrating the achievements of future leaders like Cora. For more information on how to apply or support the Indigenomics Scholarship, email events@indigenomics.com

#Indigenomics #EconomicReconciliation #IndigenousExcellence #IndigenousStudents #Futureleaders",True,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
#indigenomics | Kelsey Debets,https://www.linkedin.com/posts/kelseydebets_indigenomics-activity-7109905796531912704-E5Mq?trk=public_profile_like_view,Blessed to be a part of #Indigenomics SHE. Modern Inidgenous Economic Design 🤩,True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
#indigenomics #spirithealthcare | Dennis Meeches,https://www.linkedin.com/posts/dennis-meeches-45161227_indigenomics-spirithealthcare-activity-7055319572635127808-of-N,"April 21. 2023

We had a great meeting today with the North West Company’s Andrew Thunder and Cole Ackerstream. Thanks for dropping in for a tour and visit gentlemen. We look forward to a good working relationship with the NWC. ❤️⭕️❤️
#Indigenomics
#Spirithealthcare",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Unknown
